from,to,h,prior,n_subnodes,type,name,count
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,1,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,0,4
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,from_seq,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,invert,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,repeat,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,append,5
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,delete,3
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 3) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-38.692519,19,SEQ,cut,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,0,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,1,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,2,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,3,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,4,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,5,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,6,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,7,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,8,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,9,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,30,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,1,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,0,4
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,from_seq,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,invert,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,repeat,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,append,5
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,delete,3
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 7) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,cut,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,0,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,1,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,2,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,3,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,4,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,5,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,6,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,7,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,8,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,9,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,INT,30,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,1,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,0,4
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,from_seq,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,invert,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,repeat,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,append,5
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,delete,3
aaabaaabaaabaaa,baabaaabaaaabaa,append(delete('1' 6) repeat(append(delete(repeat(append(append('0' '0') append('1' '0'))) 8) delete('0' 3)))),-39.385666,19,SEQ,cut,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,0,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,1,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,2,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,3,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,4,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,5,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,6,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,7,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,8,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,9,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,INT,30,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,1,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,0,4
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,from_seq,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,invert,4
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,repeat,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,append,5
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,delete,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 8) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-46.961251,22,SEQ,cut,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,0,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,1,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,2,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,3,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,4,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,5,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,6,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,7,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,8,1
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,9,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,INT,30,0
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,SEQ,1,2
aaabaaabaaabaaa,baabaaabaaaabaa,append(invert('0') repeat(append(delete(repeat(append(append(cut('0' 0 6) '0') append('1' invert('1')))) 8) invert(invert('0'))))),-47.654398,22,SEQ,0,4
